Index	V	I	R	T_coldhead	T_sample
133.000	0.006	0.002	3.094	4.276	243.208
134.000	0.006	0.002	3.142	4.277	243.199
135.000	0.006	0.002	3.108	4.277	243.193
136.000	0.006	0.002	3.100	4.278	243.193
137.000	0.006	0.002	3.123	4.278	243.190
138.000	0.006	0.002	3.149	4.277	243.190
139.000	0.006	0.002	3.145	4.277	243.187
140.000	0.006	0.002	3.139	4.277	243.187
141.000	0.006	0.002	3.132	4.277	243.182
142.000	0.006	0.002	3.147	4.277	243.182
143.000	0.006	0.002	3.126	4.277	243.177
144.000	0.006	0.002	3.139	4.277	243.177
145.000	0.006	0.002	3.136	4.277	243.176
146.000	0.006	0.002	3.156	4.276	243.176
147.000	0.006	0.002	3.126	4.276	243.173
148.000	0.006	0.002	3.139	4.276	243.173
149.000	0.006	0.002	3.111	4.276	243.165
150.000	0.006	0.002	3.124	4.276	243.165
151.000	0.006	0.002	3.147	4.276	243.160
152.000	0.006	0.002	3.121	4.276	243.160
153.000	0.006	0.002	3.153	4.277	243.159
154.000	0.006	0.002	3.148	4.277	243.159
155.000	0.006	0.002	3.152	4.277	243.155
156.000	0.006	0.002	3.130	4.277	243.155
157.000	0.006	0.002	3.114	4.277	243.152
158.000	0.006	0.002	3.132	4.277	243.152
159.000	0.006	0.002	3.135	4.277	243.149
160.000	0.006	0.002	3.145	4.277	243.149
161.000	0.006	0.002	3.142	4.277	243.143
162.000	0.006	0.002	3.150	4.277	243.143
163.000	0.006	0.002	3.138	4.277	243.139
164.000	0.006	0.002	3.129	4.277	243.139
165.000	0.006	0.002	3.162	4.276	243.135
166.000	0.006	0.002	3.147	4.276	243.135
167.000	0.006	0.002	3.139	4.276	243.130
168.000	0.006	0.002	3.140	4.276	243.130
169.000	0.006	0.002	3.146	4.276	243.124
170.000	0.006	0.002	3.151	4.276	243.124
171.000	0.006	0.002	3.132	4.276	243.124
172.000	0.006	0.002	3.140	4.276	243.124
173.000	0.006	0.002	3.159	4.277	243.124
174.000	0.006	0.002	3.161	4.277	243.124
175.000	0.006	0.002	3.157	4.277	243.117
176.000	0.006	0.002	3.165	4.277	243.117
177.000	0.006	0.002	3.157	4.277	243.113
178.000	0.006	0.002	3.149	4.277	243.113
179.000	0.006	0.002	3.161	4.277	243.111
180.000	0.006	0.002	3.163	4.277	243.111
181.000	0.006	0.002	3.146	4.277	243.109
182.000	0.006	0.002	3.141	4.277	243.109
183.000	0.006	0.002	3.157	4.277	243.102
184.000	0.006	0.002	3.157	4.277	243.102
185.000	0.006	0.002	3.151	4.276	243.099
186.000	0.006	0.002	3.135	4.276	243.099
187.000	0.006	0.002	3.151	4.276	243.092
188.000	0.006	0.002	3.155	4.276	243.092
189.000	0.006	0.002	3.155	4.276	243.087
190.000	0.006	0.002	3.155	4.276	243.087
191.000	0.006	0.002	3.122	4.276	243.084
192.000	0.006	0.002	3.131	4.276	243.084
193.000	0.006	0.002	3.149	4.277	243.080
194.000	0.006	0.002	3.139	4.277	243.080
195.000	0.006	0.002	3.118	4.277	243.079
196.000	0.006	0.002	3.132	4.277	243.079
197.000	0.006	0.002	3.139	4.277	243.078
198.000	0.006	0.002	3.141	4.277	243.078
199.000	0.006	0.002	3.134	4.277	243.079
200.000	0.006	0.002	3.150	4.277	243.079
201.000	0.006	0.002	3.166	4.277	243.064
202.000	0.006	0.002	3.158	4.277	243.064
203.000	0.006	0.002	3.135	4.277	243.060
204.000	0.006	0.002	3.146	4.277	243.060
205.000	0.006	0.002	3.142	4.276	243.057
206.000	0.006	0.002	3.138	4.276	243.057
207.000	0.006	0.002	3.124	4.276	243.052
208.000	0.006	0.002	3.123	4.276	243.052
209.000	0.006	0.002	3.134	4.276	243.048
210.000	0.006	0.002	3.147	4.276	243.048
211.000	0.006	0.002	3.157	4.276	243.048
212.000	0.006	0.002	3.128	4.276	243.048
213.000	0.006	0.002	3.131	4.277	243.045
214.000	0.006	0.002	3.139	4.277	243.045
215.000	0.006	0.002	3.156	4.277	243.039
216.000	0.006	0.002	3.183	4.277	243.039
217.000	0.006	0.002	3.159	4.277	243.037
218.000	0.006	0.002	3.164	4.277	243.037
219.000	0.006	0.002	3.163	4.277	243.033
220.000	0.006	0.002	3.143	4.277	243.033
221.000	0.006	0.002	3.158	4.277	243.029
222.000	0.006	0.002	3.125	4.277	243.029
223.000	0.006	0.002	3.157	4.277	243.024
224.000	0.006	0.002	3.113	4.277	243.024
225.000	0.006	0.002	3.141	4.276	243.018
226.000	0.006	0.002	3.152	4.276	243.018
227.000	0.006	0.002	3.147	4.276	243.016
228.000	0.006	0.002	3.121	4.276	243.016
229.000	0.006	0.002	3.153	4.276	243.014
230.000	0.006	0.002	3.133	4.276	243.014
231.000	0.006	0.002	3.151	4.276	243.008
232.000	0.006	0.002	3.140	4.276	243.008
233.000	0.006	0.002	3.124	4.277	243.006
234.000	0.006	0.002	3.150	4.277	243.006
235.000	0.006	0.002	3.107	4.277	243.003
236.000	0.006	0.002	3.152	4.277	243.003
237.000	0.006	0.002	3.106	4.277	242.999
238.000	0.006	0.002	3.125	4.277	242.999
239.000	0.006	0.002	3.145	4.277	242.991
240.000	0.006	0.002	3.158	4.277	242.991
241.000	0.006	0.002	3.129	4.277	242.989
242.000	0.006	0.002	3.122	4.277	242.989
243.000	0.006	0.002	3.119	4.277	242.986
244.000	0.006	0.002	3.110	4.277	242.986
245.000	0.006	0.002	3.122	4.276	242.979
246.000	0.006	0.002	3.153	4.276	242.979
247.000	0.006	0.002	3.142	4.276	242.975
248.000	0.006	0.002	3.140	4.276	242.975
249.000	0.006	0.002	3.146	4.276	242.971
250.000	0.006	0.002	3.196	4.276	242.971
251.000	0.006	0.002	3.138	4.276	242.968
252.000	0.006	0.002	3.124	4.276	242.968
253.000	0.006	0.002	3.129	4.277	242.967
254.000	0.006	0.002	3.133	4.277	242.967
255.000	0.006	0.002	3.129	4.277	242.961
256.000	0.006	0.002	3.144	4.277	242.961
257.000	0.006	0.002	3.138	4.277	242.959
258.000	0.006	0.002	3.150	4.277	242.959
259.000	0.006	0.002	3.152	4.277	242.956
260.000	0.006	0.002	3.148	4.277	242.956
261.000	0.006	0.002	3.170	4.277	242.950
262.000	0.006	0.002	3.124	4.277	242.950
263.000	0.006	0.002	3.138	4.277	242.943
264.000	0.006	0.002	3.154	4.277	242.943
265.000	0.006	0.002	3.130	4.276	242.939
266.000	0.006	0.002	3.155	4.276	242.939
267.000	0.006	0.002	3.137	4.276	242.937
268.000	0.006	0.002	3.147	4.276	242.937
269.000	0.006	0.002	3.169	4.276	242.932
270.000	0.006	0.002	3.143	4.276	242.932
271.000	0.006	0.002	3.151	4.276	242.929
272.000	0.006	0.002	3.145	4.276	242.929
273.000	0.006	0.002	3.145	4.277	242.933
274.000	0.006	0.002	3.182	4.277	242.933
275.000	0.006	0.002	3.155	4.277	242.929
276.000	0.006	0.002	3.168	4.277	242.929
277.000	0.006	0.002	3.127	4.277	242.918
278.000	0.006	0.002	3.162	4.277	242.918
279.000	0.006	0.002	3.155	4.277	242.914
280.000	0.006	0.002	3.127	4.277	242.914
281.000	0.006	0.002	3.126	4.277	242.913
282.000	0.006	0.002	3.153	4.277	242.913
283.000	0.006	0.002	3.154	4.277	242.911
284.000	0.006	0.002	3.162	4.277	242.911
285.000	0.006	0.002	3.154	4.276	242.904
286.000	0.006	0.002	3.139	4.276	242.904
287.000	0.006	0.002	3.124	4.276	242.899
288.000	0.006	0.002	3.154	4.276	242.899
289.000	0.006	0.002	3.137	4.276	242.894
290.000	0.006	0.002	3.137	4.276	242.894
291.000	0.006	0.002	3.136	4.276	242.888
292.000	0.006	0.002	3.132	4.276	242.888
293.000	0.006	0.002	3.131	4.277	242.887
294.000	0.006	0.002	3.114	4.277	242.887
295.000	0.006	0.002	3.151	4.277	242.888
296.000	0.006	0.002	3.130	4.277	242.888
297.000	0.006	0.002	3.124	4.277	242.883
298.000	0.006	0.002	3.131	4.277	242.883
299.000	0.006	0.002	3.135	4.277	242.878
300.000	0.006	0.002	3.133	4.277	242.878
301.000	0.006	0.002	3.130	4.277	242.876
302.000	0.006	0.002	3.130	4.277	242.876
303.000	0.006	0.002	3.150	4.277	242.871
304.000	0.006	0.002	3.145	4.277	242.871
305.000	0.006	0.002	3.169	4.276	242.865
306.000	0.006	0.002	3.150	4.276	242.865
307.000	0.006	0.002	3.165	4.276	242.861
308.000	0.006	0.002	3.144	4.276	242.861
309.000	0.006	0.002	3.135	4.276	242.856
310.000	0.006	0.002	3.143	4.276	242.856
311.000	0.006	0.002	3.146	4.276	242.855
312.000	0.006	0.002	3.107	4.276	242.855
313.000	0.006	0.002	3.149	4.277	242.854
314.000	0.006	0.002	3.155	4.277	242.854
315.000	0.006	0.002	3.142	4.277	242.850
316.000	0.006	0.002	3.146	4.277	242.850
317.000	0.006	0.002	3.140	4.277	242.847
318.000	0.006	0.002	3.135	4.277	242.847
319.000	0.006	0.002	3.132	4.277	242.843
320.000	0.006	0.002	3.140	4.277	242.843
321.000	0.006	0.002	3.135	4.277	242.840
322.000	0.006	0.002	3.148	4.277	242.840
323.000	0.006	0.002	3.139	4.277	242.832
324.000	0.006	0.002	3.155	4.277	242.832
325.000	0.006	0.002	3.184	4.276	242.827
326.000	0.006	0.002	3.171	4.276	242.827
327.000	0.006	0.002	3.117	4.276	242.826
328.000	0.006	0.002	3.169	4.276	242.826
329.000	0.006	0.002	3.144	4.276	242.821
330.000	0.006	0.002	3.146	4.276	242.821
331.000	0.006	0.002	3.152	4.276	242.820
332.000	0.006	0.002	3.156	4.276	242.820
333.000	0.006	0.002	3.172	4.277	242.817
334.000	0.006	0.002	3.167	4.277	242.817
335.000	0.006	0.002	3.158	4.277	242.810
336.000	0.006	0.002	3.144	4.277	242.810
337.000	0.006	0.002	3.138	4.277	242.808
338.000	0.006	0.002	3.157	4.277	242.808
339.000	0.006	0.002	3.177	4.277	242.807
340.000	0.006	0.002	3.151	4.277	242.807
341.000	0.006	0.002	3.126	4.277	242.802
342.000	0.006	0.002	3.147	4.277	242.802
343.000	0.006	0.002	3.142	4.277	242.800
344.000	0.006	0.002	3.151	4.277	242.800
345.000	0.006	0.002	3.144	4.276	242.792
346.000	0.006	0.002	3.140	4.276	242.792
347.000	0.006	0.002	3.124	4.276	242.784
348.000	0.006	0.002	3.160	4.276	242.784
349.000	0.006	0.002	3.150	4.276	242.783
350.000	0.006	0.002	3.146	4.276	242.783
351.000	0.006	0.002	3.136	4.276	242.780
352.000	0.006	0.002	3.118	4.276	242.780
353.000	0.006	0.002	3.127	4.277	242.779
354.000	0.006	0.002	3.146	4.277	242.779
355.000	0.006	0.002	3.158	4.277	242.773
356.000	0.006	0.002	3.157	4.277	242.773
357.000	0.006	0.002	3.143	4.277	242.771
358.000	0.006	0.002	3.129	4.277	242.771
359.000	0.006	0.002	3.103	4.277	242.772
360.000	0.006	0.002	3.149	4.277	242.772
361.000	0.006	0.002	3.128	4.277	242.760
362.000	0.006	0.002	3.127	4.277	242.760
363.000	0.006	0.002	3.099	4.277	242.755
364.000	0.006	0.002	3.121	4.277	242.755
365.000	0.006	0.002	3.127	4.276	242.754
366.000	0.006	0.002	3.140	4.276	242.754
367.000	0.006	0.002	3.131	4.276	242.749
368.000	0.006	0.002	3.143	4.276	242.749
369.000	0.006	0.002	3.127	4.276	242.744
370.000	0.006	0.002	3.136	4.276	242.744
371.000	0.006	0.002	3.136	4.276	242.742
372.000	0.006	0.002	3.158	4.276	242.742
373.000	0.006	0.002	3.140	4.277	242.745
374.000	0.006	0.002	3.136	4.277	242.745
375.000	0.006	0.002	3.150	4.277	242.734
376.000	0.006	0.002	3.122	4.277	242.734
377.000	0.006	0.002	3.155	4.277	242.729
378.000	0.006	0.002	3.134	4.277	242.729
379.000	0.006	0.002	3.133	4.277	242.728
380.000	0.006	0.002	3.145	4.277	242.728
381.000	0.006	0.002	3.143	4.277	242.723
382.000	0.006	0.002	3.180	4.277	242.723
383.000	0.006	0.002	3.159	4.277	242.718
384.000	0.006	0.002	3.136	4.277	242.718
385.000	0.006	0.002	3.146	4.276	242.715
386.000	0.006	0.002	3.148	4.276	242.715
387.000	0.006	0.002	3.149	4.276	242.712
388.000	0.006	0.002	3.146	4.276	242.712
389.000	0.006	0.002	3.146	4.276	242.708
390.000	0.006	0.002	3.143	4.276	242.708
391.000	0.006	0.002	3.137	4.276	242.698
392.000	0.006	0.002	3.132	4.276	242.698
393.000	0.006	0.002	3.124	4.277	242.692
394.000	0.006	0.002	3.135	4.277	242.692
395.000	0.006	0.002	3.130	4.277	242.695
396.000	0.006	0.002	3.157	4.277	242.695
397.000	0.006	0.002	3.121	4.277	242.696
398.000	0.006	0.002	3.123	4.277	242.696
399.000	0.006	0.002	3.126	4.277	242.689
400.000	0.006	0.002	3.140	4.277	242.689
401.000	0.006	0.002	3.151	4.277	242.687
402.000	0.006	0.002	3.128	4.277	242.687
403.000	0.006	0.002	3.129	4.277	242.689
404.000	0.006	0.002	3.133	4.277	242.689
405.000	0.006	0.002	3.128	4.276	242.679
406.000	0.006	0.002	3.141	4.276	242.679
407.000	0.006	0.002	3.136	4.276	242.671
408.000	0.006	0.002	3.169	4.276	242.671
409.000	0.006	0.002	3.150	4.276	242.668
410.000	0.006	0.002	3.164	4.276	242.668
411.000	0.006	0.002	3.123	4.276	242.666
412.000	0.006	0.002	3.153	4.276	242.666
413.000	0.006	0.002	3.142	4.277	242.669
414.000	0.006	0.002	3.115	4.277	242.669
415.000	0.006	0.002	3.142	4.277	242.663
416.000	0.006	0.002	3.161	4.277	242.663
417.000	0.006	0.002	3.143	4.277	242.659
418.000	0.006	0.002	3.147	4.277	242.659
419.000	0.006	0.002	3.147	4.277	242.654
420.000	0.006	0.002	3.130	4.277	242.654
421.000	0.006	0.002	3.133	4.277	242.652
422.000	0.006	0.002	3.127	4.277	242.652
423.000	0.006	0.002	3.115	4.277	242.650
424.000	0.006	0.002	3.129	4.277	242.650
425.000	0.006	0.002	3.142	4.276	242.639
426.000	0.006	0.002	3.124	4.276	242.639
427.000	0.006	0.002	3.114	4.276	242.633
428.000	0.006	0.002	3.126	4.276	242.633
429.000	0.006	0.002	3.116	4.276	242.636
430.000	0.006	0.002	3.129	4.276	242.636
431.000	0.006	0.002	3.130	4.276	242.631
432.000	0.006	0.002	3.126	4.276	242.631
433.000	0.006	0.002	3.123	4.277	242.626
434.000	0.006	0.002	3.146	4.277	242.626
435.000	0.006	0.002	3.122	4.277	242.623
436.000	0.006	0.002	3.122	4.277	242.623
437.000	0.006	0.002	3.147	4.277	242.621
438.000	0.006	0.002	3.121	4.277	242.621
439.000	0.006	0.002	3.132	4.277	242.619
440.000	0.006	0.002	3.148	4.277	242.619
441.000	0.006	0.002	3.141	4.277	242.611
442.000	0.006	0.002	3.136	4.277	242.611
443.000	0.006	0.002	3.131	4.277	242.607
444.000	0.006	0.002	3.129	4.277	242.607
445.000	0.006	0.002	3.168	4.276	242.606
446.000	0.006	0.002	3.134	4.276	242.606
447.000	0.006	0.002	3.110	4.276	242.602
448.000	0.006	0.002	3.112	4.276	242.602
449.000	0.006	0.002	3.124	4.276	242.597
450.000	0.006	0.002	3.130	4.276	242.597
451.000	0.006	0.002	3.137	4.276	242.593
452.000	0.006	0.002	3.139	4.276	242.593
453.000	0.006	0.002	3.154	4.277	242.590
454.000	0.006	0.002	3.096	4.277	242.590
455.000	0.006	0.002	3.102	4.277	242.585
456.000	0.006	0.002	3.133	4.277	242.585
457.000	0.006	0.002	3.117	4.277	242.584
458.000	0.006	0.002	3.137	4.277	242.584
459.000	0.006	0.002	3.136	4.277	242.582
460.000	0.006	0.002	3.129	4.277	242.582
461.000	0.006	0.002	3.131	4.277	242.578
462.000	0.006	0.002	3.137	4.277	242.578
463.000	0.006	0.002	3.135	4.277	242.572
464.000	0.006	0.002	3.121	4.277	242.572
465.000	0.006	0.002	3.145	4.276	242.567
466.000	0.006	0.002	3.143	4.276	242.567
467.000	0.006	0.002	3.147	4.276	242.564
468.000	0.006	0.002	3.135	4.276	242.564
469.000	0.006	0.002	3.121	4.276	242.558
470.000	0.006	0.002	3.120	4.276	242.558
471.000	0.006	0.002	3.118	4.276	242.557
472.000	0.006	0.002	3.128	4.276	242.557
473.000	0.006	0.002	3.136	4.277	242.556
474.000	0.006	0.002	3.151	4.277	242.556
475.000	0.006	0.002	3.145	4.277	242.553
476.000	0.006	0.002	3.151	4.277	242.553
477.000	0.006	0.002	3.118	4.277	242.549
478.000	0.006	0.002	3.140	4.277	242.549
479.000	0.006	0.002	3.135	4.277	242.545
480.000	0.006	0.002	3.127	4.277	242.545
481.000	0.006	0.002	3.110	4.277	242.542
482.000	0.006	0.002	3.133	4.277	242.542
483.000	0.006	0.002	3.130	4.277	242.540
484.000	0.006	0.002	3.120	4.277	242.540
485.000	0.006	0.002	3.139	4.277	242.530
486.000	0.006	0.002	3.146	4.277	242.530
487.000	0.006	0.002	3.170	4.276	242.527
488.000	0.006	0.002	3.173	4.276	242.527
489.000	0.006	0.002	3.168	4.276	242.519
490.000	0.006	0.002	3.173	4.276	242.519
491.000	0.006	0.002	3.150	4.276	242.514
492.000	0.006	0.002	3.154	4.276	242.514
493.000	0.006	0.002	3.146	4.277	242.516
494.000	0.006	0.002	3.171	4.277	242.516
495.000	0.006	0.002	3.136	4.277	242.506
496.000	0.006	0.002	3.134	4.277	242.506
497.000	0.006	0.002	3.164	4.278	242.503
498.000	0.006	0.002	3.131	4.278	242.503
499.000	0.006	0.002	3.155	4.277	242.507
500.000	0.006	0.002	3.141	4.277	242.507
501.000	0.006	0.002	3.121	4.277	242.502
502.000	0.006	0.002	3.158	4.277	242.502
503.000	0.006	0.002	3.134	4.277	242.499
504.000	0.006	0.002	3.127	4.277	242.499
505.000	0.006	0.002	3.127	4.277	242.493
506.000	0.006	0.002	3.101	4.277	242.493
507.000	0.006	0.002	3.120	4.276	242.486
508.000	0.006	0.002	3.115	4.276	242.486
509.000	0.006	0.002	3.138	4.276	242.485
510.000	0.006	0.002	3.138	4.276	242.485
511.000	0.006	0.002	3.141	4.276	242.481
512.000	0.006	0.002	3.132	4.276	242.481
513.000	0.006	0.002	3.130	4.277	242.480
514.000	0.006	0.002	3.136	4.277	242.480
515.000	0.006	0.002	3.151	4.277	242.480
516.000	0.006	0.002	3.137	4.277	242.480
517.000	0.006	0.002	3.142	4.278	242.477
518.000	0.006	0.002	3.177	4.278	242.477
519.000	0.006	0.002	3.141	4.277	242.468
520.000	0.006	0.002	3.138	4.277	242.468
521.000	0.006	0.002	3.142	4.277	242.466
522.000	0.006	0.002	3.129	4.277	242.466
523.000	0.006	0.002	3.118	4.277	242.465
524.000	0.006	0.002	3.119	4.277	242.465
525.000	0.006	0.002	3.165	4.277	242.460
526.000	0.006	0.002	3.164	4.277	242.460
527.000	0.006	0.002	3.138	4.276	242.451
528.000	0.006	0.002	3.124	4.276	242.451
529.000	0.006	0.002	3.114	4.276	242.449
530.000	0.006	0.002	3.139	4.276	242.449
531.000	0.006	0.002	3.134	4.276	242.446
532.000	0.006	0.002	3.197	4.276	242.446
533.000	0.006	0.002	3.144	4.277	242.442
534.000	0.006	0.002	3.142	4.277	242.442
535.000	0.006	0.002	3.162	4.277	242.439
536.000	0.006	0.002	3.165	4.277	242.439
537.000	0.006	0.002	3.136	4.278	242.436
538.000	0.006	0.002	3.143	4.278	242.436
539.000	0.006	0.002	3.136	4.277	242.433
540.000	0.006	0.002	3.136	4.277	242.433
541.000	0.006	0.002	3.128	4.277	242.427
542.000	0.006	0.002	3.137	4.277	242.427
543.000	0.006	0.002	3.134	4.277	242.426
544.000	0.006	0.002	3.154	4.277	242.426
545.000	0.006	0.002	3.168	4.277	242.422
546.000	0.006	0.002	3.139	4.277	242.422
547.000	0.006	0.002	3.153	4.276	242.416
548.000	0.006	0.002	3.133	4.276	242.416
549.000	0.006	0.002	3.138	4.276	242.416
550.000	0.006	0.002	3.115	4.276	242.416
551.000	0.006	0.002	3.118	4.276	242.413
552.000	0.006	0.002	3.160	4.276	242.413
553.000	0.006	0.002	3.155	4.277	242.409
554.000	0.006	0.002	3.169	4.277	242.409
555.000	0.006	0.002	3.148	4.277	242.404
556.000	0.006	0.002	3.143	4.277	242.404
557.000	0.006	0.002	3.150	4.278	242.401
558.000	0.006	0.002	3.158	4.278	242.401
559.000	0.006	0.002	3.132	4.277	242.402
560.000	0.006	0.002	3.114	4.277	242.402
561.000	0.006	0.002	3.131	4.277	242.400
562.000	0.006	0.002	3.136	4.277	242.400
563.000	0.006	0.002	3.102	4.277	242.395
564.000	0.006	0.002	3.119	4.277	242.395
565.000	0.006	0.002	3.088	4.277	242.390
566.000	0.006	0.002	3.110	4.277	242.390
567.000	0.006	0.002	3.114	4.276	242.385
568.000	0.006	0.002	3.125	4.276	242.385
569.000	0.006	0.002	3.116	4.276	242.378
570.000	0.006	0.002	3.103	4.276	242.378
571.000	0.006	0.002	3.098	4.276	242.372
572.000	0.006	0.002	3.126	4.276	242.372
573.000	0.006	0.002	3.124	4.277	242.372
574.000	0.006	0.002	3.112	4.277	242.372
575.000	0.006	0.002	3.095	4.277	242.369
576.000	0.006	0.002	3.113	4.277	242.369
577.000	0.006	0.002	3.093	4.278	242.362
578.000	0.006	0.002	3.122	4.278	242.362
579.000	0.006	0.002	3.121	4.277	242.360
580.000	0.006	0.002	3.096	4.277	242.360
