Index	V	I	R	T_coldhead	T_sample
617.000	0.097	0.010	9.714	8.342	8.342
618.000	0.097	0.010	9.711	8.342	8.342
619.000	0.097	0.010	9.705	8.343	8.343
620.000	0.097	0.010	9.713	8.343	8.343
621.000	0.097	0.010	9.705	8.344	8.344
622.000	0.097	0.010	9.723	8.344	8.344
623.000	0.097	0.010	9.718	8.344	8.344
624.000	0.097	0.010	9.701	8.345	8.345
625.000	0.097	0.010	9.728	8.345	8.345
626.000	0.097	0.010	9.714	8.345	8.345
627.000	0.097	0.010	9.693	8.345	8.345
628.000	0.097	0.010	9.711	8.345	8.345
629.000	0.097	0.010	9.697	8.345	8.345
630.000	0.097	0.010	9.710	8.345	8.345
631.000	0.097	0.010	9.726	8.346	8.346
632.000	0.097	0.010	9.724	8.346	8.346
633.000	0.097	0.010	9.715	8.346	8.346
634.000	0.097	0.010	9.711	8.346	8.346
635.000	0.097	0.010	9.718	8.346	8.346
636.000	0.097	0.010	9.720	8.347	8.347
637.000	0.097	0.010	9.713	8.347	8.347
638.000	0.097	0.010	9.713	8.347	8.347
639.000	0.097	0.010	9.704	8.347	8.347
640.000	0.097	0.010	9.706	8.347	8.347
641.000	0.097	0.010	9.713	8.347	8.347
642.000	0.097	0.010	9.712	8.347	8.347
643.000	0.097	0.010	9.709	8.347	8.347
644.000	0.097	0.010	9.707	8.347	8.347
645.000	0.097	0.010	9.715	8.347	8.347
646.000	0.097	0.010	9.700	8.347	8.347
647.000	0.097	0.010	9.702	8.347	8.347
648.000	0.097	0.010	9.719	8.347	8.347
649.000	0.097	0.010	9.713	8.347	8.347
650.000	0.097	0.010	9.699	8.347	8.347
651.000	0.097	0.010	9.707	8.347	8.347
652.000	0.097	0.010	9.704	8.348	8.348
653.000	0.097	0.010	9.717	8.348	8.348
654.000	0.097	0.010	9.722	8.347	8.347
655.000	0.097	0.010	9.706	8.348	8.348
656.000	0.097	0.010	9.714	8.348	8.348
657.000	0.097	0.010	9.706	8.348	8.348
658.000	0.097	0.010	9.721	8.349	8.349
659.000	0.097	0.010	9.717	8.348	8.348
660.000	0.097	0.010	9.718	8.348	8.348
661.000	0.097	0.010	9.712	8.348	8.348
662.000	0.097	0.010	9.715	8.349	8.349
663.000	0.097	0.010	9.698	8.349	8.349
664.000	0.097	0.010	9.704	8.349	8.349
665.000	0.097	0.010	9.710	8.349	8.349
666.000	0.097	0.010	9.722	8.350	8.350
667.000	0.097	0.010	9.710	8.350	8.350
668.000	0.097	0.010	9.707	8.350	8.350
669.000	0.097	0.010	9.723	8.350	8.350
670.000	0.097	0.010	9.715	8.350	8.350
671.000	0.097	0.010	9.706	8.350	8.350
672.000	0.097	0.010	9.723	8.351	8.351
673.000	0.097	0.010	9.721	8.351	8.351
674.000	0.097	0.010	9.723	8.351	8.351
675.000	0.097	0.010	9.717	8.351	8.351
676.000	0.097	0.010	9.716	8.351	8.351
677.000	0.097	0.010	9.703	8.351	8.351
678.000	0.097	0.010	9.718	8.351	8.351
679.000	0.097	0.010	9.701	8.351	8.351
680.000	0.097	0.010	9.717	8.351	8.351
681.000	0.097	0.010	9.691	8.351	8.351
682.000	0.097	0.010	9.698	8.352	8.352
683.000	0.097	0.010	9.715	8.352	8.352
684.000	0.097	0.010	9.730	8.352	8.352
685.000	0.097	0.010	9.709	8.352	8.352
686.000	0.097	0.010	9.711	8.352	8.352
687.000	0.097	0.010	9.711	8.352	8.352
688.000	0.097	0.010	9.703	8.352	8.352
689.000	0.097	0.010	9.711	8.352	8.352
690.000	0.097	0.010	9.715	8.353	8.353
691.000	0.097	0.010	9.710	8.353	8.353
692.000	0.097	0.010	9.717	8.353	8.353
693.000	0.097	0.010	9.721	8.353	8.353
694.000	0.097	0.010	9.721	8.353	8.353
695.000	0.097	0.010	9.711	8.353	8.353
696.000	0.097	0.010	9.724	8.353	8.353
697.000	0.097	0.010	9.710	8.353	8.353
698.000	0.097	0.010	9.707	8.353	8.353
699.000	0.097	0.010	9.705	8.353	8.353
700.000	0.097	0.010	9.702	8.353	8.353
701.000	0.097	0.010	9.705	8.353	8.353
702.000	0.097	0.010	9.697	8.353	8.353
703.000	0.097	0.010	9.706	8.354	8.354
704.000	0.097	0.010	9.696	8.354	8.354
705.000	0.097	0.010	9.712	8.354	8.354
706.000	0.097	0.010	9.713	8.354	8.354
707.000	0.097	0.010	9.707	8.354	8.354
708.000	0.097	0.010	9.709	8.354	8.354
709.000	0.097	0.010	9.716	8.353	8.353
710.000	0.097	0.010	9.706	8.353	8.353
711.000	0.097	0.010	9.724	8.353	8.353
712.000	0.097	0.010	9.701	8.354	8.354
713.000	0.097	0.010	9.714	8.354	8.354
714.000	0.097	0.010	9.716	8.354	8.354
715.000	0.097	0.010	9.726	8.354	8.354
716.000	0.097	0.010	9.724	8.354	8.354
717.000	0.097	0.010	9.713	8.354	8.354
718.000	0.097	0.010	9.712	8.354	8.354
719.000	0.097	0.010	9.706	8.354	8.354
720.000	0.097	0.010	9.707	8.354	8.354
721.000	0.097	0.010	9.716	8.355	8.355
722.000	0.097	0.010	9.708	8.355	8.355
723.000	0.097	0.010	9.714	8.355	8.355
724.000	0.097	0.010	9.708	8.354	8.354
725.000	0.097	0.010	9.720	8.354	8.354
726.000	0.097	0.010	9.714	8.355	8.355
727.000	0.097	0.010	9.730	8.354	8.354
728.000	0.097	0.010	9.725	8.354	8.354
729.000	0.097	0.010	9.726	8.354	8.354
730.000	0.097	0.010	9.721	8.354	8.354
731.000	0.097	0.010	9.729	8.354	8.354
732.000	0.097	0.010	9.715	8.354	8.354
733.000	0.097	0.010	9.726	8.354	8.354
734.000	0.097	0.010	9.702	8.354	8.354
735.000	0.097	0.010	9.720	8.354	8.354
736.000	0.097	0.010	9.719	8.354	8.354
737.000	0.097	0.010	9.722	8.355	8.355
738.000	0.097	0.010	9.712	8.355	8.355
739.000	0.097	0.010	9.728	8.355	8.355
740.000	0.097	0.010	9.726	8.355	8.355
741.000	0.097	0.010	9.716	8.356	8.356
742.000	0.097	0.010	9.725	8.356	8.356
743.000	0.097	0.010	9.735	8.356	8.356
744.000	0.097	0.010	9.728	8.356	8.356
745.000	0.097	0.010	9.703	8.356	8.356
746.000	0.097	0.010	9.711	8.356	8.356
747.000	0.097	0.010	9.719	8.356	8.356
748.000	0.097	0.010	9.712	8.357	8.357
749.000	0.097	0.010	9.719	8.357	8.357
750.000	0.097	0.010	9.697	8.357	8.357
751.000	0.097	0.010	9.724	8.357	8.357
752.000	0.097	0.010	9.734	8.357	8.357
753.000	0.097	0.010	9.709	8.356	8.356
754.000	0.097	0.010	9.723	8.356	8.356
755.000	0.097	0.010	9.721	8.356	8.356
756.000	0.097	0.010	9.721	8.356	8.356
757.000	0.097	0.010	9.714	8.357	8.357
758.000	0.097	0.010	9.715	8.357	8.357
759.000	0.097	0.010	9.699	8.357	8.357
760.000	0.097	0.010	9.717	8.357	8.357
761.000	0.097	0.010	9.699	8.357	8.357
762.000	0.097	0.010	9.710	8.358	8.358
763.000	0.097	0.010	9.719	8.358	8.358
764.000	0.097	0.010	9.719	8.358	8.358
765.000	0.097	0.010	9.729	8.358	8.358
766.000	0.097	0.010	9.733	8.358	8.358
767.000	0.097	0.010	9.709	8.358	8.358
768.000	0.097	0.010	9.703	8.358	8.358
769.000	0.097	0.010	9.716	8.358	8.358
770.000	0.097	0.010	9.725	8.358	8.358
771.000	0.097	0.010	9.709	8.358	8.358
772.000	0.097	0.010	9.705	8.358	8.358
773.000	0.097	0.010	9.701	8.358	8.358
774.000	0.097	0.010	9.722	8.358	8.358
775.000	0.097	0.010	9.730	8.358	8.358
776.000	0.097	0.010	9.726	8.358	8.358
777.000	0.097	0.010	9.718	8.358	8.358
778.000	0.097	0.010	9.725	8.357	8.357
779.000	0.097	0.010	9.729	8.358	8.358
780.000	0.097	0.010	9.727	8.358	8.358
781.000	0.097	0.010	9.721	8.358	8.358
782.000	0.097	0.010	9.714	8.357	8.357
783.000	0.097	0.010	9.726	8.357	8.357
784.000	0.097	0.010	9.721	8.358	8.358
785.000	0.097	0.010	9.720	8.358	8.358
786.000	0.097	0.010	9.728	8.358	8.358
787.000	0.097	0.010	9.730	8.358	8.358
788.000	0.097	0.010	9.718	8.358	8.358
789.000	0.097	0.010	9.711	8.359	8.359
790.000	0.097	0.010	9.715	8.359	8.359
791.000	0.097	0.010	9.725	8.358	8.358
792.000	0.097	0.010	9.708	8.358	8.358
793.000	0.097	0.010	9.725	8.359	8.359
794.000	0.097	0.010	9.720	8.359	8.359
795.000	0.097	0.010	9.720	8.359	8.359
796.000	0.097	0.010	9.724	8.359	8.359
797.000	0.097	0.010	9.730	8.359	8.359
798.000	0.097	0.010	9.716	8.359	8.359
799.000	0.097	0.010	9.715	8.359	8.359
800.000	0.097	0.010	9.727	8.359	8.359
801.000	0.097	0.010	9.718	8.359	8.359
802.000	0.097	0.010	9.714	8.359	8.359
803.000	0.097	0.010	9.718	8.359	8.359
804.000	0.097	0.010	9.703	8.359	8.359
805.000	0.097	0.010	9.703	8.359	8.359
806.000	0.097	0.010	9.711	8.359	8.359
807.000	0.097	0.010	9.704	8.359	8.359
808.000	0.097	0.010	9.725	8.358	8.358
809.000	0.097	0.010	9.720	8.358	8.358
810.000	0.097	0.010	9.729	8.358	8.358
811.000	0.097	0.010	9.717	8.358	8.358
812.000	0.097	0.010	9.703	8.357	8.357
813.000	0.097	0.010	9.710	8.358	8.358
814.000	0.097	0.010	9.700	8.358	8.358
815.000	0.097	0.010	9.705	8.358	8.358
816.000	0.097	0.010	9.711	8.358	8.358
817.000	0.097	0.010	9.720	8.358	8.358
818.000	0.097	0.010	9.712	8.358	8.358
819.000	0.097	0.010	9.719	8.358	8.358
820.000	0.097	0.010	9.725	8.358	8.358
821.000	0.097	0.010	9.716	8.359	8.359
822.000	0.097	0.010	9.722	8.359	8.359
823.000	0.097	0.010	9.728	8.359	8.359
824.000	0.097	0.010	9.724	8.359	8.359
825.000	0.097	0.010	9.726	8.350	8.350
826.000	0.097	0.010	9.717	8.358	8.358
827.000	0.097	0.010	9.721	8.446	8.446
828.000	0.097	0.010	9.717	8.666	8.666
829.000	0.097	0.010	9.713	8.996	8.996
830.000	0.097	0.010	9.707	12.814	12.814
831.000	0.097	0.010	9.727	13.018	13.018
832.000	0.097	0.010	9.720	13.353	13.353
833.000	0.097	0.010	9.717	13.780	13.780
834.000	0.097	0.010	9.712	14.281	14.281
835.000	0.097	0.010	9.723	14.782	14.842
836.000	0.097	0.010	9.737	15.386	15.451
837.000	0.097	0.010	9.726	16.033	16.100
838.000	0.097	0.010	9.725	16.712	16.782
839.000	0.097	0.010	9.726	17.417	17.489
840.000	0.097	0.010	9.729	18.139	18.212
841.000	0.097	0.010	9.732	18.874	18.948
842.000	0.097	0.010	9.724	19.616	19.690
843.000	0.097	0.010	9.719	20.359	20.433
844.000	0.097	0.010	9.707	21.101	21.175
845.000	0.097	0.010	9.736	21.828	21.902
846.000	0.097	0.010	9.726	22.557	22.628
847.000	0.097	0.010	9.744	23.265	23.336
848.000	0.097	0.010	9.734	23.959	24.027
849.000	0.097	0.010	9.745	24.635	24.703
850.000	0.097	0.010	9.750	25.293	25.357
851.000	0.098	0.010	9.751	25.931	25.994
852.000	0.097	0.010	9.749	26.549	26.609
853.000	0.098	0.010	9.755	27.146	27.205
854.000	0.097	0.010	9.742	27.727	27.783
855.000	0.098	0.010	9.769	28.278	28.332
856.000	0.098	0.010	9.761	28.822	28.875
857.000	0.098	0.010	9.748	29.340	29.390
858.000	0.098	0.010	9.765	29.838	29.888
859.000	0.098	0.010	9.781	30.327	30.374
860.000	0.098	0.010	9.788	30.792	30.837
861.000	0.098	0.010	9.786	31.237	31.282
862.000	0.098	0.010	9.777	31.678	31.721
863.000	0.098	0.010	9.786	32.100	32.141
864.000	0.098	0.010	9.799	32.503	32.542
865.000	0.098	0.010	9.780	32.896	32.935
866.000	0.098	0.010	9.804	33.280	33.318
867.000	0.098	0.010	9.796	33.649	33.685
868.000	0.098	0.010	9.800	34.003	34.038
869.000	0.098	0.010	9.782	34.350	34.385
870.000	0.098	0.010	9.797	34.691	34.725
871.000	0.098	0.010	9.808	35.021	35.053
872.000	0.098	0.010	9.814	35.339	35.370
873.000	0.098	0.010	9.819	35.646	35.676
874.000	0.098	0.010	9.822	35.949	35.979
875.000	0.098	0.010	9.808	36.248	36.278
876.000	0.098	0.010	9.818	36.538	36.567
877.000	0.098	0.010	9.841	36.820	36.847
878.000	0.098	0.010	9.819	37.093	37.120
879.000	0.098	0.010	9.815	37.358	37.383
880.000	0.098	0.010	9.833	37.620	37.646
881.000	0.098	0.010	9.841	37.871	37.895
882.000	0.098	0.010	9.832	38.107	38.130
883.000	0.098	0.010	9.844	38.328	38.349
884.000	0.098	0.010	9.840	38.531	38.550
885.000	0.098	0.010	9.839	38.716	38.734
886.000	0.099	0.010	9.875	38.884	38.900
887.000	0.098	0.010	9.848	39.036	39.051
888.000	0.099	0.010	9.852	39.175	39.187
889.000	0.099	0.010	9.862	39.296	39.307
890.000	0.099	0.010	9.856	39.401	39.411
891.000	0.099	0.010	9.862	39.495	39.502
892.000	0.099	0.010	9.879	39.549	39.553
893.000	0.099	0.010	9.875	39.566	39.566
894.000	0.099	0.010	9.863	39.548	39.545
895.000	0.099	0.010	9.860	39.500	39.493
896.000	0.099	0.010	9.881	39.424	39.416
897.000	0.099	0.010	9.866	39.326	39.315
898.000	0.099	0.010	9.866	39.207	39.194
899.000	0.099	0.010	9.871	39.072	39.057
900.000	0.099	0.010	9.886	38.924	38.909
901.000	0.099	0.010	9.873	38.767	38.751
902.000	0.099	0.010	9.875	38.599	38.582
903.000	0.099	0.010	9.867	38.421	38.402
904.000	0.099	0.010	9.863	38.234	38.215
905.000	0.099	0.010	9.880	38.039	38.019
906.000	0.099	0.010	9.873	37.838	37.818
907.000	0.099	0.010	9.870	37.631	37.610
908.000	0.099	0.010	9.862	37.418	37.397
909.000	0.099	0.010	9.871	37.207	37.185
910.000	0.099	0.010	9.875	36.992	36.970
911.000	0.099	0.010	9.867	36.772	36.750
912.000	0.099	0.010	9.876	36.547	36.524
913.000	0.099	0.010	9.862	36.317	36.294
914.000	0.099	0.010	9.885	36.083	36.059
915.000	0.099	0.010	9.877	35.843	35.819
916.000	0.099	0.010	9.883	35.607	35.583
917.000	0.099	0.010	9.880	35.367	35.342
918.000	0.099	0.010	9.874	35.121	35.097
919.000	0.099	0.010	9.877	34.871	34.845
920.000	0.099	0.010	9.879	34.614	34.589
921.000	0.099	0.010	9.889	34.353	34.327
922.000	0.099	0.010	9.882	34.090	34.064
923.000	0.099	0.010	9.857	33.828	33.801
924.000	0.099	0.010	9.874	33.560	33.533
925.000	0.099	0.010	9.860	33.286	33.259
926.000	0.099	0.010	9.880	33.006	32.978
927.000	0.099	0.010	9.867	32.720	32.691
928.000	0.099	0.010	9.886	32.437	32.408
929.000	0.099	0.010	9.880	32.148	32.119
930.000	0.099	0.010	9.882	31.852	31.822
931.000	0.099	0.010	9.861	31.549	31.518
932.000	0.099	0.010	9.873	31.238	31.206
933.000	0.099	0.010	9.877	30.930	30.899
934.000	0.099	0.010	9.859	30.615	30.583
935.000	0.099	0.010	9.859	30.292	30.259
936.000	0.099	0.010	9.855	29.959	29.925
937.000	0.099	0.010	9.863	29.620	29.587
938.000	0.099	0.010	9.851	29.282	29.247
939.000	0.098	0.010	9.839	28.933	28.898
940.000	0.098	0.010	9.856	28.573	28.537
